Genes,Comparison1_lgc,Comparison1_FDR,Comparison2_lgc,Comparison2_FDR,Comparison3_lgc,Comparison3_FDR
ENSMUSG00000081953,-1.978944103,0.000265,1.988432028,0.046852956,1.316880034,0.061437647
ENSMUSG00000060950,-1.978257687,2.92E-31,-1.951035554,0.061260545,1.811210336,0.002331069
ENSMUSG00000021194,-1.975175352,0.0161,-0.375436701,0.078384911,-0.981054127,0.057945883
ENSMUSG00000006442,-1.974290412,1.75E-54,-1.0881276,9.48E-05,0.564526587,0.014322413
ENSMUSG00000035355,-1.973951026,1.99E-16,-0.690444572,0.002139208,-1.673601189,0.079057997
ENSMUSG00000108115,-1.972902851,0.0124,0.750575377,0.036841126,0.272538375,0.051003666
ENSMUSG00000027597,-1.968651658,8.83E-28,1.619696798,0.063273127,1.9395129,0.046222171
ENSMUSG00000019429,-1.968348642,0.000000132,1.40324064,0.068330016,1.144791997,0.05228026
ENSMUSG00000081640,-1.966240042,0.000339,-1.759167481,0.03093227,-0.582733323,0.01825345
ENSMUSG00000022687,-1.964882746,0.0703,-1.743491147,0.082637009,0.729180753,0.083987187
ENSMUSG00000024312,-1.963506053,2.53E-58,0.604932722,0.077946361,-1.418425607,0.056828934
ENSMUSG00000023979,-1.96275119,2.48E-16,-0.661007367,0.094077219,0.796042,0.028919204
ENSMUSG00000022340,-1.961914975,0.00224,-0.655973674,0.027206313,0.434992721,0.054700973
ENSMUSG00000040263,-1.961745547,1.31E-39,0.071796475,0.057054668,1.813056717,0.09700119
ENSMUSG00000018476,-1.961291186,3.13E-13,1.817937646,0.076111463,1.185984025,0.083221681
ENSMUSG00000079508,-1.961030837,8.27E-12,1.213545452,0.071681898,-1.56824053,0.029648957
ENSMUSG00000078588,-1.958973641,0.0117,-1.923733013,0.013828305,0.46221001,0.044941416
ENSMUSG00000026234,-1.957096596,2.00E-46,-0.75156204,0.078538244,0.375252281,0.035133576
ENSMUSG00000021559,-1.955658692,0.0000114,-0.537412387,0.057763927,-1.750751341,0.077414889
ENSMUSG00000025203,-1.954550582,4.86E-35,-1.570270466,0.037101934,-0.285860228,0.006930305
ENSMUSG00000063334,-1.954442504,8.32E-44,1.956028988,0.075813886,-0.862602485,0.017295129
ENSMUSG00000034730,-1.953468175,0.0713,0.708519417,0.004859835,-1.170513036,0.033218319
ENSMUSG00000109228,-1.952830738,0.0109,-1.618224746,0.023293958,1.672059832,0.072679617
ENSMUSG00000081720,-1.952476426,0.0488,1.620379982,0.011437451,0.686206933,0.078512309
ENSMUSG00000053801,-1.947434885,1.18E-19,-0.230192047,0.037466896,-0.052365695,0.021618685
ENSMUSG00000042606,-1.947274507,8.80E-59,-1.172466368,0.083376559,1.112114909,0.03944053
ENSMUSG00000085006,-1.945720991,0.0477,0.806879595,0.020233128,0.950034507,0.057218059
ENSMUSG00000096923,-1.942007013,0.000291,-1.116130056,0.057435596,0.548570029,0.013172472
ENSMUSG00000095101,-1.941836478,0.00000304,-1.741247331,0.006359665,-0.911540938,0.056702985
ENSMUSG00000044024,-1.94178293,1.96E-13,-0.359277223,0.039255142,-1.354736763,0.099374173
ENSMUSG00000083789,-1.941291647,0.000000429,-0.818802471,0.01426678,1.127463362,0.090309581
ENSMUSG00000063830,-1.940115151,0.0145,-1.102274455,0.033502405,-0.460718362,0.002015837
ENSMUSG00000062345,-1.938449941,0.0298,0.12643197,0.034951209,1.131636933,0.00320276
ENSMUSG00000001288,-1.937051146,4.71E-10,1.542250168,0.09960198,-0.297017643,0.05588677
ENSMUSG00000019850,-1.936867001,2.86E-47,1.962961628,0.021713965,1.562045591,0.097705519
ENSMUSG00000100838,-1.936780986,0.00000556,1.524495308,0.081113357,1.724592063,0.056718267
ENSMUSG00000040596,-1.934481052,2.34E-27,1.042970043,0.011240994,-1.910381293,0.021513785
ENSMUSG00000094248,-1.934101799,0.0247,0.940317306,0.018174082,-1.15206337,0.024674166
ENSMUSG00000073568,-1.933437786,0.00416,0.198518815,0.072758325,1.459917003,0.084354754
ENSMUSG00000079445,-1.933190208,0.0000197,-1.509009424,0.000231314,1.883491451,0.079855231
ENSMUSG00000003955,-1.932847321,3.54E-26,-0.73466245,0.002560595,1.854891475,0.033810668
ENSMUSG00000046865,-1.932257285,8.92E-53,-1.542297838,0.044580891,0.165732563,0.065295567
ENSMUSG00000109864,-1.930465359,4.94E-20,1.87294295,0.039204616,1.199018366,0.060602966
ENSMUSG00000092376,-1.928951827,0.000495,-1.517336984,0.03969188,1.815612087,0.010926255
ENSMUSG00000039891,-1.928595462,1.38E-20,0.885584446,0.001062908,-1.30791238,0.080858513
ENSMUSG00000046314,-1.928332616,0.0000688,-0.558138792,0.079788317,-1.603242549,0.030707765
ENSMUSG00000062758,-1.928099724,0.0947,1.17850862,0.094062402,-0.400934578,0.027299413
ENSMUSG00000000386,-1.928068558,2.02E-17,-1.622715188,0.037767985,-1.049241833,0.014020214
ENSMUSG00000018830,-1.924126233,0.0000508,0.323806154,0.072728844,0.945135,0.016542457
ENSMUSG00000022938,-1.922474929,0.0205,0.710772496,0.024560555,-1.534213873,0.093145436
ENSMUSG00000071014,-1.920777751,4.51E-09,-0.335837134,0.098689417,-0.204207199,0.046441704
ENSMUSG00000023433,-1.920659958,0.0756,1.833118996,0.074987008,0.216349958,0.073779671
ENSMUSG00000024732,-1.917216505,2.68E-40,-1.239471514,0.076639658,-0.973213227,0.057242481
ENSMUSG00000079710,-1.916569304,1.10E-16,-1.582954519,0.039587734,0.931034429,0.080278462
ENSMUSG00000000811,-1.916017248,2.78E-25,-1.821007437,0.075741758,1.21247066,0.043827606
ENSMUSG00000041323,-1.912681269,0.000014,1.587986677,0.054094874,1.363365846,0.03299167
ENSMUSG00000109032,-1.911382432,0.000000014,-1.065482693,0.051598818,1.427373929,0.029640769
ENSMUSG00000072789,-1.911005107,0.00036,-0.628789363,0.086448503,0.590866955,0.020936319
ENSMUSG00000044949,-1.910582758,1.42E-19,1.387684855,0.037759715,-1.409670886,0.076349639
ENSMUSG00000036323,-1.909424531,6.84E-45,-0.221691238,0.059958233,-0.763897227,0.084465387
ENSMUSG00000025817,-1.908818618,2.51E-17,-1.472154453,0.00338932,-0.259238427,0.021704162
ENSMUSG00000029036,-1.908154951,1.81E-44,-0.001197979,0.053330033,0.53176483,0.034507841
ENSMUSG00000036572,-1.907735801,6.54E-81,0.356475033,0.019591738,-0.104679496,0.048382079
ENSMUSG00000000394,-1.907202202,0.0025,-1.502499345,0.056769939,-0.764726163,0.054186533
ENSMUSG00000045237,-1.906318879,1.92E-17,-1.284603668,0.037036449,1.875546742,0.095493047
ENSMUSG00000054321,-1.905570785,6.39E-44,1.313859638,0.012542396,1.291905771,0.055448304
ENSMUSG00000057541,-1.904740289,4.88E-54,-1.716124638,0.010939651,-0.35709413,0.023038929
ENSMUSG00000030605,-1.903398352,8.05E-14,-0.321459692,0.037818121,-1.761529734,0.058258961
ENSMUSG00000056718,-1.90160762,2.92E-11,-0.516490757,0.000173183,-1.860141113,0.097744632
ENSMUSG00000038368,-1.90079902,1.40E-30,0.231189187,0.01792659,-1.138284197,0.037483027
ENSMUSG00000032174,-1.900307661,0.0000244,-1.137351012,0.043058122,-1.175563873,0.032254076
ENSMUSG00000029769,-1.899946826,0.0719,0.064615802,0.011652364,-1.452441721,0.038448
ENSMUSG00000054568,-1.899590126,0.0000047,-1.798743198,0.03779229,0.973087487,0.044940414
ENSMUSG00000041205,-1.89669431,2.44E-12,-0.450510571,0.0455684,-0.620525547,0.062307336
ENSMUSG00000092009,-1.896608825,0.043,0.494750345,0.09598408,0.078997476,0.071931307
ENSMUSG00000099655,-1.895115788,0.0000997,-1.484304534,0.012875691,-1.128172996,0.030548586
ENSMUSG00000028010,-1.893577753,1.36E-23,1.74156082,0.020925175,-1.366977441,0.013241846
ENSMUSG00000027955,-1.892163575,7.75E-18,1.319622728,0.025688925,1.113238229,0.094279093
ENSMUSG00000000776,-1.891822293,3.40E-52,-0.012271164,0.002697765,0.631421434,0.074427551
ENSMUSG00000031297,-1.891352528,0.000107,-1.232891734,0.031996421,0.1697628,0.055030045
ENSMUSG00000089929,-1.891236604,2.88E-17,1.900612997,0.018010046,0.79665002,0.014669706
ENSMUSG00000026073,-1.887709042,0.0086,-0.88584022,0.088799288,-0.453888574,0.020362294
ENSMUSG00000083505,-1.887439613,0.000269,1.784655929,0.078298774,0.996825497,0.043441175
ENSMUSG00000054728,-1.887269031,0.0000976,0.583215758,0.077682157,1.739529504,0.093752958
ENSMUSG00000059974,-1.88678396,0.0000121,0.446967078,0.096173463,1.909950018,0.053540473
ENSMUSG00000018604,-1.886361812,0.0722,1.939237266,0.0009587,0.174401227,0.00276217
ENSMUSG00000089728,-1.886346119,1.25E-14,1.65278107,0.047766643,0.602765824,0.062279658
ENSMUSG00000040711,-1.885696783,0.00994,1.071635432,0.030497615,0.49317518,0.08093772
ENSMUSG00000070331,-1.881652839,0.00121,0.40960826,0.04733341,-0.396882947,0.0829456
ENSMUSG00000074794,-1.878864485,2.00E-25,0.292438896,0.096735739,0.046969157,0.061116557
ENSMUSG00000085998,-1.876411911,0.00000567,-0.889980303,0.05352221,-0.505863905,0.077904075
ENSMUSG00000027954,-1.874985114,0.00526,-1.051794439,0.077883922,-0.169799854,0.04641445
ENSMUSG00000005732,-1.873247712,2.68E-37,-0.629947279,0.011373857,-0.930094661,0.04932388
ENSMUSG00000064354,-1.873150361,0.000626,-0.866910243,0.025537607,0.703290493,0.040592417
ENSMUSG00000029135,-1.872990762,1.42E-14,-0.482684625,0.015970375,0.179075784,0.026125849
ENSMUSG00000028673,-1.871807055,5.26E-42,1.806333716,0.069610746,-1.008533054,0.040357011
ENSMUSG00000044951,-1.871579025,0.00000215,0.693490772,0.095947435,-1.765531856,0.02823395
ENSMUSG00000003279,-1.871560431,0.0000125,-1.981550282,0.028039145,-0.008111808,0.088823212
ENSMUSG00000030683,-1.869942756,4.88E-12,1.354217554,0.088321436,-0.452670367,0.080514801
ENSMUSG00000036564,-1.869463369,0.0196,1.184770229,0.074332863,0.796982888,0.016418649
ENSMUSG00000045005,-1.868629272,4.06E-26,1.411590508,0.031654687,0.623911853,0.092779522
ENSMUSG00000037638,-1.868456571,4.25E-12,-1.536940515,0.004589472,1.052304738,0.035922265
ENSMUSG00000079707,-1.863134751,0.000000999,0.067950237,0.079999573,-1.480740912,0.056428001
ENSMUSG00000051502,-1.861312321,4.66E-09,-0.722585544,0.031221309,-1.530071091,0.013382763
ENSMUSG00000093867,-1.8612645,0.000146,-1.862164731,0.095064644,-0.673753745,0.028146922
ENSMUSG00000032834,-1.859146365,1.47E-30,1.575369459,0.065354954,1.700217387,0.015863656
ENSMUSG00000005718,-1.858917623,1.35E-33,-1.120181765,0.084815175,-0.356208674,0.001848065
ENSMUSG00000060985,-1.855477321,0.0022,-0.213020865,0.063372414,0.975067385,0.009580079
ENSMUSG00000089661,-1.85392954,0.00646,1.586603756,0.063176992,1.259704147,0.088030522
ENSMUSG00000096862,-1.851404337,0.0854,1.318023006,0.063097432,0.184162771,0.066871582
ENSMUSG00000038179,-1.850882714,8.00E-25,0.44008322,0.003031023,1.683291402,0.067634748
ENSMUSG00000028766,-1.850522876,2.57E-17,1.358373271,0.00652559,1.026380962,0.090037191
ENSMUSG00000050035,-1.850276232,0.00000156,-1.259203808,0.023384545,-1.006716373,0.098470253
ENSMUSG00000051146,-1.84921753,0.00000276,1.251331683,0.091920625,-1.811545875,0.037472146
ENSMUSG00000030281,-1.848879118,0.000011,1.654222245,0.032062965,1.526088225,0.008882618
ENSMUSG00000040350,-1.846954418,2.15E-27,-1.895438814,0.047103825,-0.173948702,0.026039244
ENSMUSG00000075270,-1.845901046,0.000151,-1.33263493,0.012394029,1.428491375,0.009525091
ENSMUSG00000025650,-1.844587294,3.26E-09,-1.474746143,0.010627936,1.831438632,0.061013593
ENSMUSG00000074449,-1.844157122,0.00466,1.907665091,0.062483881,-0.048592004,0.062847645
ENSMUSG00000033618,-1.842703051,0.00000429,-0.223033612,0.069993546,0.741513257,0.063406051
ENSMUSG00000037140,-1.842610079,0.0224,0.441304576,0.03843935,1.030786501,0.038519587
ENSMUSG00000071005,-1.842008692,0.0429,-0.411066932,0.052836462,-0.444186171,0.090831577
ENSMUSG00000027257,-1.841350103,0.00899,0.83466894,0.020570979,0.289352248,0.026218002
ENSMUSG00000062012,-1.838078684,0.028,-1.447250182,0.00643166,-0.995065561,0.009535836
ENSMUSG00000022018,-1.837992796,0.00000264,-1.43254305,0.086104659,0.747089638,0.044658559
ENSMUSG00000074141,-1.831718161,2.47E-44,0.900003892,0.089048105,0.53669726,0.075384506
ENSMUSG00000048756,-1.829788845,2.29E-31,-0.406958296,0.029659892,0.714571726,0.01661298
ENSMUSG00000030956,-1.82693256,4.12E-20,-1.44430021,0.03379907,1.423187559,0.023021206
ENSMUSG00000020116,-1.826633388,3.76E-28,-0.657747355,0.05388318,0.459451789,0.000652678
ENSMUSG00000002308,-1.826618954,2.03E-11,-1.813515392,0.036122612,-0.773745181,0.025399209
ENSMUSG00000069733,-1.825227216,0.0889,1.967955741,0.04875649,-1.605609449,0.030518451
ENSMUSG00000036551,-1.824842384,0.000652,-0.75471533,0.052390137,1.708727674,0.082848683
ENSMUSG00000003411,-1.82378656,0.0237,-1.529355006,0.013666154,1.732667038,0.068940639
ENSMUSG00000015932,-1.823671518,9.08E-21,0.617471433,0.012242837,-0.098624486,0.030743875
ENSMUSG00000029848,-1.823349014,0.00119,0.143319898,0.03228304,1.784528817,0.097001944
ENSMUSG00000022474,-1.815903485,2.63E-16,-1.216068972,0.047136242,-1.550903254,0.017496895
ENSMUSG00000048967,-1.815688911,0.000257,1.825851345,0.082407781,-1.043187355,0.017006995
ENSMUSG00000089769,-1.815677489,0.0319,0.456549596,0.085306363,-1.326921946,0.047929964
ENSMUSG00000036676,-1.81528631,3.59E-17,-0.037495353,0.070574706,-0.884378137,0.018971968
ENSMUSG00000074635,-1.813909257,0.00416,0.862404698,0.041326917,0.645613392,0.006101968
ENSMUSG00000050953,-1.81209411,0.0000216,-0.980798733,0.039783582,0.847514854,0.022652892
ENSMUSG00000030376,-1.808127103,0.0214,1.859459823,0.016105113,-1.406703107,0.012575905
ENSMUSG00000015962,-1.807880882,0.00347,-1.221070585,0.092169591,0.765777265,0.091621053
ENSMUSG00000073600,-1.806783441,2.05E-18,0.169531456,0.026988592,0.189051324,0.058020255
ENSMUSG00000038279,-1.804512827,1.34E-35,-0.313813841,0.084342961,0.723154917,0.083446633
ENSMUSG00000003934,-1.803033311,0.0000306,0.491469105,0.074110249,-0.836611209,0.077563625
ENSMUSG00000072898,-1.802125133,0.0862,-1.451265981,0.060370417,-0.164077101,0.0110218
ENSMUSG00000020627,-1.801778187,0.000956,-1.313117835,0.019991627,-1.822777831,0.079077688
ENSMUSG00000060890,-1.800880586,0.0319,-1.592616509,0.096143098,-1.711188291,0.014106356
ENSMUSG00000071532,-1.799063198,0.0468,0.774517241,0.038154079,-0.392428175,0.02218404
ENSMUSG00000038987,-1.798081372,0.0000592,0.937360248,0.099178527,-1.607737259,0.048072949
ENSMUSG00000032243,-1.796589137,0.000316,0.200850273,0.079382205,-1.647835857,0.052698733
ENSMUSG00000081593,-1.792930813,0.0463,1.357394644,0.032962736,-0.358760383,0.044448646
ENSMUSG00000089945,-1.791949522,4.27E-09,-1.706261484,0.045249426,0.355756505,0.092126111
ENSMUSG00000075599,-1.791624903,0.066,1.090230543,0.020533278,1.912714322,0.084322745
ENSMUSG00000105053,-1.791508519,0.0000738,-0.925332086,0.062069981,-1.984059189,0.038400412
ENSMUSG00000032556,-1.787290927,5.08E-37,1.237776539,0.024368458,-0.813058857,0.034077367
ENSMUSG00000035215,-1.787244615,0.000114,-1.679136302,0.056842281,1.85979528,0.054699079
ENSMUSG00000031845,-1.786935396,0.00482,-1.255429718,0.07243735,-1.296668035,0.055904062
ENSMUSG00000091898,-1.782092406,0.00000851,1.86367357,0.064759521,0.522011374,0.003512945
ENSMUSG00000004929,-1.782018472,8.62E-20,-1.986190192,0.094872201,0.495374119,0.075647589
ENSMUSG00000010048,-1.781989831,5.26E-27,1.533947144,0.043118765,0.748553679,0.010134255
ENSMUSG00000007653,-1.781730023,0.0198,1.017607749,0.069002711,-1.349417071,0.064393276
ENSMUSG00000026603,-1.781064788,4.63E-22,0.66281599,0.082112024,-1.052567692,0.006011092
ENSMUSG00000008206,-1.780020603,5.87E-34,0.796840046,0.03218784,1.276331958,0.070677321
ENSMUSG00000016356,-1.779211606,6.61E-16,1.138988067,0.034232981,0.691260352,0.083447784
ENSMUSG00000092278,-1.778080615,0.000158,-0.970266747,0.015722443,1.333466912,0.032596081
ENSMUSG00000052825,-1.774368771,0.00347,0.618962569,0.038205676,-0.242475132,0.008598913
ENSMUSG00000062438,-1.773585698,0.0519,1.249596417,0.041452813,0.511202161,0.023690711
ENSMUSG00000037601,-1.77332257,1.96E-15,-0.666811649,0.032508478,-0.818417299,0.007009633
ENSMUSG00000006641,-1.773277873,4.42E-20,-1.190776433,0.045890998,-1.895507708,0.036551169
ENSMUSG00000106282,-1.773101071,0.00682,1.782570737,0.068619058,-1.165624586,0.016475052
ENSMUSG00000020706,-1.772701931,1.71E-45,0.989049163,0.028699727,-1.672022331,0.019711219
ENSMUSG00000038482,-1.772581492,1.63E-18,1.508914074,0.021823634,1.98066871,0.073289918
ENSMUSG00000029512,-1.771477977,2.69E-25,0.501589393,0.063043629,-0.683901848,0.027939819
ENSMUSG00000090509,-1.770516076,0.0484,1.490505485,0.054267413,0.800454375,0.026572016
ENSMUSG00000009731,-1.76951633,2.02E-09,0.588692311,0.020751404,1.699035888,0.02580996
ENSMUSG00000093485,-1.768242777,4.24E-12,1.72995193,0.035641935,-1.763095821,0.049866205
ENSMUSG00000029312,-1.767188914,6.73E-10,1.765523009,0.069208088,-1.948572267,0.020350846
ENSMUSG00000069925,-1.765962842,0.00428,-1.678029452,0.033655549,1.721699359,0.049765173
ENSMUSG00000085666,-1.765373099,0.0645,0.318141405,0.007289493,0.854956382,0.058166885
ENSMUSG00000037325,-1.762592368,7.12E-11,1.000951659,0.012843131,0.94351282,0.052097087
ENSMUSG00000021611,-1.760180354,5.66E-14,-0.043216617,0.011506748,-1.741896782,0.018116299
ENSMUSG00000036591,-1.758915579,9.74E-58,0.495081291,0.06458268,-1.355830443,0.009448702
ENSMUSG00000020017,-1.758461403,0.00011,1.952394202,0.030208128,1.319767593,0.074662164
ENSMUSG00000015176,-1.758302453,1.03E-47,0.670625377,0.002306219,1.743563122,0.085224239
ENSMUSG00000084883,-1.758149768,0.00000446,-0.669033258,0.009545346,-0.091185629,0.024993701
ENSMUSG00000031068,-1.757822548,4.47E-17,1.182228416,0.029814668,-0.582991327,0.055513932
ENSMUSG00000067547,-1.757386456,0.000000177,-1.387209337,0.024748605,1.716933036,0.022582764
ENSMUSG00000029212,-1.756657634,0.000000649,0.581630329,0.000612201,0.149736743,0.07705499
ENSMUSG00000090877,-1.756534158,0.0543,-1.009728657,0.052289896,-1.256568624,0.089491279
ENSMUSG00000046272,-1.755429911,0.0174,0.46640949,0.003056508,1.852765326,0.012046816
ENSMUSG00000027185,-1.753903123,3.75E-30,0.244041563,0.083476596,1.493939443,0.085372601
ENSMUSG00000034424,-1.751923176,2.89E-22,-0.172368457,0.02437916,-1.278341817,0.022572964
ENSMUSG00000040463,-1.751288028,4.18E-38,-1.524644157,0.094018619,1.800255166,0.022087129
ENSMUSG00000027459,-1.75038371,5.93E-11,1.694036777,0.091165103,-1.828859154,0.048359737
ENSMUSG00000020741,-1.749773348,4.56E-36,-1.151575376,0.038162917,1.828571723,0.044596292
ENSMUSG00000036931,-1.749081202,4.74E-14,1.545154036,0.019231444,-1.408922544,0.034543207
ENSMUSG00000101236,-1.749042451,0.0000135,1.440749095,0.030536524,0.28182468,0.024545697
ENSMUSG00000020180,-1.748476882,2.04E-22,-1.961382429,0.004193264,-0.388351644,0.054173838
ENSMUSG00000038296,-1.748423998,0.0501,-1.810263345,0.008034275,0.91218269,0.000843634
ENSMUSG00000057457,-1.747920774,0.0000415,-0.242465184,0.095904062,0.239702904,0.061673491
ENSMUSG00000020142,-1.744298373,2.39E-09,1.795082014,0.073790407,1.712375033,0.052319508
ENSMUSG00000060811,-1.742728223,0.00111,-0.885969616,0.046508451,-0.983708986,0.000231409
ENSMUSG00000040234,-1.741160834,6.13E-20,-0.666139385,0.023046185,-1.215404583,0.026020057
ENSMUSG00000049555,-1.741115249,0.0106,-0.107741873,0.05884015,0.049377183,0.003477266
ENSMUSG00000022856,-1.740784672,6.84E-09,1.778670409,0.036549334,-0.177637973,0.052964302
ENSMUSG00000023984,-1.740468366,3.42E-11,-1.00781874,0.046210035,1.203512783,0.067318415
ENSMUSG00000000184,-1.740384701,6.48E-25,-1.805514692,0.001042789,0.654289153,0.031596496
ENSMUSG00000034758,-1.739997199,0.000239,1.398804555,0.027174359,-1.241435764,0.060811105
ENSMUSG00000047454,-1.738109911,3.72E-40,-0.265698082,0.086788757,-1.014427314,0.070924934
ENSMUSG00000013236,-1.737789902,2.01E-15,0.818751853,0.052647223,0.778800331,0.079853125
ENSMUSG00000021136,-1.736530218,0.00462,-0.568949468,0.072763161,-1.511236556,0.06267727
ENSMUSG00000028464,-1.736494272,0.00849,-1.017062072,0.087001258,-0.613455912,0.019019989
ENSMUSG00000001420,-1.735088493,4.83E-10,0.420505366,0.047372312,-0.688872378,0.038130541
ENSMUSG00000015396,-1.733669126,2.14E-17,0.665191126,0.031897146,0.043641942,0.045161858
ENSMUSG00000095930,-1.732329817,0.0000136,1.46462528,0.061682592,-1.641534522,0.064597194
ENSMUSG00000036030,-1.731941067,0.0303,0.880493374,0.047769682,1.982494677,0.016666433
ENSMUSG00000050721,-1.731370858,4.25E-44,1.470781866,0.052658672,1.885945176,0.087886364
ENSMUSG00000061024,-1.730037133,1.20E-53,1.149973968,0.026359273,0.005414961,0.034783371
ENSMUSG00000045349,-1.729605483,4.49E-08,0.951513421,0.04369496,1.258200962,0.067111868
ENSMUSG00000047193,-1.728083102,9.91E-33,-1.38828895,0.02051133,-1.964401415,0.026952645
